OBJECTID,DAQ_ID,COMPANY,ADDRESS1,ADDRESS2,ADDRESS3,CITY,COUNTY,EASTING,NORTHING,YEAR,CARBON_MONOXIDE,OXIDES_NITROGEN,AMMONIA,PARTICULATE_MATTER_PM10,OXIDES_SULFUR,PM25,VOLATILE_ORGANIC_COMPOUNDS,x,y
600,11060,"Interstate Rock Products, Inc. - Hurricane Pit",600 North 3400 West,,,Hurricane,Washington,289889,4118189,2023,22.2980351,15.95510723,3.564E-05,18.54180811,,2.35297363,1.51053991,-12619961.69,4465138.459
601,10485,E.T. Technologies Incorporated - Soils Regeneration Site,6400 W California Ave,,,Salt Lake City,Salt Lake,411766,4510198,2023,0.34041186,0.7983451,,0.33293955,,0.08233969,2.85466574,-12472792.35,4973773.194
602,10792,Harsco Metals Americas- Plant #12 (Geneva Slag Operations),1500 North Geneva Rd,,,Vineyard,Utah,436130,4463260,2023,2.45735,9.2512,0.02891,1.92065618,,0.64152253,0.237475,-12440146.15,4912176.923
603,10028,Vulcraft - Division of Nucor Corporation- Steel Products Manufacturing,1875 West Hwy 13 South,,,Brigham City,Box Elder,411378,4598173,2023,10.1853644,12.56220931,,10.87109252,,7.29931637,59.85590448,-12474718.17,5090878.281
604,11594,Tooele Army Depot- Tooele Army Depot,Tooele Army Depot,"JMTE-BON, Bldg 501, Attn: Nick Montgomery",,Tooele,Tooele,385858,4487728,2023,4.11817964,22.60082686,0.07801009,114.6633948,,23.23793305,1.40455752,-12506488.76,4943618.933
605,15463,Utah Sand and Gravel LLC- Beck Street Aggregate Pit,1264 North Beck Street,,,Salt Lake City,Salt Lake,423534,4516720,2023,,,,20.73688265,,3.15141523,,-12457368.16,4982580.595
606,10974,Williams International Gas Turbine Engine Production Plant,3450 Sam Williams Dr,,,Ogden,Weber,415355,4561367,2023,8.73081305,7.05027682,0.0049135,2.08832786,,2.08832786,3.20218579,-12468840.64,5041775.191
607,11883,Cambelt International Corp - Rubber Conveyor Systems Manufacture,2820 W 1100 S,,,Salt Lake City,Salt Lake,418919,4511027,2024,0.30822528,0.60112257,0.01544271,0.05731918,,0.03686276,1.03581282,-12463374.72,4974977.99
608,10578,LDS Church- LDS Central Heating Plant,40 North 200 West,LDS Central Heating Plant,,Salt Lake City,Salt Lake,424397,4513652,2024,9.8952375,4.997143,0.3774268,0.89669405,,0.89612142,0.6478052,-12456187.6,4978530.065
609,10562,Olympia Sales Company: Cabinet Manufacturing Facility,1537 South 700 West,,,Salt Lake City,Salt Lake,423096,4509802,2024,0.21213663,0.20891581,0.00099414,2.88281729,,2.88281729,26.0703102,-12457851.32,4973415.673
610,10358,Varex Imaging Corporation - X-Ray Products Manufacturing Plant,1678 S. Pioneer Road,,,Salt Lake City,Salt Lake,418988,4509400,2024,1.09186186,1.6485039,0.034064,0.1221573,,0.1221573,7.5837953,-12463260.68,4972825.825
611,13043,Fetzer's Incorporated West Valley Woodworking Plant,6223 West Double Eagle Circle,,,West Valley City,Salt Lake,412200,4501800,2024,0.24650222,1.11725196,0.020784,0.06647087,,0.06647087,23.76091687,-12472089.45,4962672.601
612,10706,Dugway Proving Ground - U.S. Army - Dugway Proving Ground,5450 Doolitte Avenue,,,Dugway,Tooele,334995,4449204,2024,116.5897972,34.0776012,0.1831815,247.3604879,,27.01124134,10.18017562,-12572200.65,4891696.873
613,10209,Kinder Morgan Altamont LLC- Altamont East Compressor Station,P O Box 587,,,Atlamont,Duchesne,564020,4467280,2024,96.05261643,333.4726931,0.0056369,5.2463757,,5.2463757,79.86290126,-12272539.44,4917463.867
614,10211,Kinder Morgan Altamont LLC: Altamont South Compressor Station,PO Box 587,,,Altamont,Duchesne,548040,4457880,2024,79.844361,97.47747076,,5.46519262,,5.46519262,78.7223356,-12293565.17,4905257.977
615,16074,Kinder Morgan Altamont LLC - Section 8 Compressor Station,5.5 North of Duchesne,,,Duchesne County,Duchesne,553768,4454161,2024,10.84957185,2.95549473,,0.9885087,,0.9885087,15.37960097,-12286100.67,4900320.274
616,10771,Mid-America Pipeline Company- Dinosaur Station,Remote Location Approximately 11 Miles East,of Vernal on Highway 40,,Jensen,Uintah,657010,4460588,2024,,,,,,,2.17293322,-12150863.73,4906867.851
617,15439,"Western Water Solutions, Inc. - Sand Pass Ranch Evaporation Facility",10000 S 400 W,,,Myton,Duchesne,579150,4449720,2017,0.187,0.335,,0.013,,0.013,205.09714,-12252949.38,4894194.12
618,14197,"3form Material Solutions, Inc. - Ecoresin Panels Plant",955 S 3800 W,,,Salt Lake City,Salt Lake,417305,4511293,2020,1.56195225,1.8632367,0.00907088,6.80782823,0.00525827,6.80782823,8.8057419,-12465506.9,4975306.379
619,10480,Ameritech Coatings Incorporated - Aluminium Dross Processing Facility,534 West 800 South,,,Salt Lake City,Salt Lake,423517,4511433,2020,0.108654,0.12935,0.0041392,0.0098306,,0.0098306,3.90051164,-12457318.94,4975580.591
620,12288,Concrete Recycling Inc.,620 S Delong St,,,Salt Lake City,Salt Lake,419575,4511754,2020,1.116292,3.82902,,0.84660123,,0.50617752,0.49835,-12462520.63,4975949.627
621,11995,Allen Gravel LLC- Aggregate Processing,1600 East 12200 North,,,Cove,Cache,434000,4644800,2020,0.45055137,4.57835029,,0.64103442,,0.17490059,0.09001288,-12445111.21,5153854.688
622,10055,"Kilgore Contracting, Inc. - Hyrum Aggregate, Asphalt and Concrete Plant",410 North 800 East,,,Hyrum,Cache,431158,4610075,2020,23.3992896,39.40080442,0.048912,29.97609084,,13.65641251,5.63041118,-12448479.61,5107121.545
623,10461,Primary Children's Medical Center,100 North Mario Capecchi Drive,,,Salt Lake City,Salt Lake,429200,4513700,2021,4.96002043,3.63150571,0.14578268,0.36124493,,0.3600741,0.32390564,-12449853.97,4978655.901
624,15439,"Western Water Solutions, Inc. - Sand Pass Ranch Evaporation Facility",200 W 10000 S,,,Myton,Duchesne,585555,4445553,2021,0.1854,0.3312,,0.0132,,0.0132,15.03153904,-12244635.41,4888634.301
625,14030,Specialty Lens Corporation: Polarized Lens Production,3955 S 210 W,,,Salt Lake City,Salt Lake,424204,4504288,2021,0.00635388,0.00091863,,3.017E-05,,3.017E-05,5.52302994,-12456317.06,4966136.478
626,10355,Pacificorp Energy- Gadsby Power Plant,1407 West North Temple (rear),,,Salt Lake City,Salt Lake,421582,4513486,2022,66.76264213,99.05388345,3.56742512,16.8507915,,7.71702142,5.45838148,-12459898.5,4978270.929
627,15939,"Aligned Energy Data Centers (SLC), LLC - West Jordan Data Center",3333 W 9000 S,,,West Jordan,Salt Lake,417920,4493258,2022,4.17244674,1.82070403,,0.30428516,,0.2952575,8.18112666,-12464433.72,4951474.081
628,10569,"Harper-Kilgore, LLC West Valley Pit #10",5400 South 6200 West,,,Salt Lake City,Salt Lake,411500,4500500,2021,30.0622794,15.480645,0.01632,25.52786226,,9.5787554,9.4042936,-12472990.78,4960943.409
629,11607,Ogden Publishing Corporation- Newspaper Publishing,332 Standard Ave,,,Ogden,Weber,417000,4566000,2023,0.24434868,0.3508451,0.00900128,0.02157057,,0.02152399,2.72450508,-12466727.07,5047975.841
630,14030,Specialty Lens Corporation: Polarized Lens Production,3955 S 210 W,,,Salt Lake City,Salt Lake,424204,4504288,2023,0.00428887,0.00062008,0.00600509,2.036E-05,,2.036E-05,5.14029462,-12456317.06,4966136.478
631,14605,R.N. Industries - Bluebell Disposal Facility,6878 West Bluebell Road,,,Roosevelt,Duchesne,574550,4464503,2017,,1.37,,0.0549,,0.0549,33.43024,-12258773.15,4913682.598
632,10665,Canyon Fuel Company LLC- SUFCO Mine,Salina Canyon,,,Salina,Sevier,463800,4307200,2023,4.88087175,14.5445653,5.63E-06,1.92710876,,1.02558102,1.12189587,-12402944.01,4709210.74
633,10885,Staker Parson Materials & Construction - Heber Binggeli Pit,Three miles south of Heber City,,,Charleston,Wasatch,461670,4479480,2023,5.27634562,11.65381813,0.014112,11.8195626,,3.19518559,0.8275748,-12406793.54,4933762.647
634,11402,Diamond K Gypsum - Richfield Gypsum Mill,1720 South Redhills Dr.,,,Richfield,Sevier,403400,4288900,2023,,,,12.58600708,,4.96335524,,-12480202.02,4684996.974
635,11797,"Rulon Harper Construction, Inc. Pit No. 6",8201 W 5400 S,,,Kearns,Salt Lake,408500,4500500,2023,2.39918635,10.43834084,0.17078168,6.33080873,,2.04104523,0.33963648,-12476940.19,4960895.417
636,12272,Granite Construction Company- West Haven Asphalt Plant,1550 South 1900 West,,,West Haven City,Weber,413878,4565704,2023,24.06843929,14.04690072,,7.77827171,,4.5024742,9.42791561,-12470869.3,5047532.847
637,10792,Harsco Metals Americas- Plant #12 (Geneva Slag Operations),1500 North Geneva Rd,,,Vineyard,Utah,436130,4463260,2017,2.9036,10.9312,,4.06987498,,1.4035107,0.2806,-12440146.15,4912176.923
638,10402,ATK Launch Systems- Bacchus Works - Plant 1 NIROP Bacchus West,5000 South  8400 West,,,West Valley City,Salt Lake,409700,4502100,2017,17.03335849,29.92500375,,3.99548635,,2.38151794,17.08110757,-12475386.03,4963029.556
639,12505,Intermountain Healthcare- American Fork Hospital ,170 North 1100 East ,,,American Fork,Utah,460352,4452646,2017,3.57456913,2.45230675,0.0325244,0.44737715,,0.44720917,0.25280208,-12408338.36,4898444.884
640,10153,Zero Manufacturing Incorporated- Aluminum Case & Container Manufacturing Plant,500 West 200 North,,,North Salt Lake,Davis,422640,4521860,2017,2.0076,2.39,0.07648,0.88439,,0.88439,5.18195,-12458618.75,4989378.74
641,10485,E.T. Technologies Incorporated - Soils Regeneration Site,6400 W California Ave,,,Salt Lake City,Salt Lake,411766,4510198,2017,1.11851858,3.63890291,,0.8719882,,0.44579172,13.40903344,-12472792.35,4973773.194
642,10369,"Bimbo Bakeries USA, Inc.- Salt Lake City Bakery",3475 S 300 W,PO Box 65487,,Salt Lake City,Salt Lake,424100,4505200,2017,2.0412,2.43,0.0136414,0.4449579,,0.18468,71.75181515,-12456465.78,4967341.333
643,12512,Kern River Gas Transmission Company- Veyo Compressor Station,"Section 33&4, T39&40 S, R17W",37-20-48 N Lat & 113-45-46 W Long,,Veyo,Washington,255170,4137010,2017,11.46546932,70.8257346,0.00924272,7.01884092,,7.01884021,5.51012736,-12664148.85,4487659.067
644,11178,Boise Packaging and Newsprint L.L.C.-Salt Lake Corrugated Container Manufacturing Facility ,451 North 5600 West,,,Salt Lake City,Salt Lake,414076,4479807,2017,3.58509508,3.45281878,0.01792425,6.09961066,,0.25761066,7.52090741,-12469285.78,4933673.534
645,11977,Trans-Jordan Cities- Trans-Jordan Landfill,10473 South 7200 West,,,South Jordan,Salt Lake,410879,4490492,2017,153.4594253,25.94598981,0.00129422,52.82066069,,9.40039013,15.51061299,-12473650.74,4947715.984
646,10823,Payson City Corporation- Payson City Power,1100 N 100 E,,,Payson,Utah,437060,4432650,2017,0.61247066,14.37085846,0.00468563,0.54522202,,0.38643393,0.72796306,-12438594.56,4872008.783
647,11358,MACA Supply Company- Foundry,1415 West Spring Creek Place,,,Springville,Utah,446500,4448450,2017,1.77739142,1.55318107,,3.21156429,,1.97391261,1.08713475,-12426422.67,4892823.036
648,11981,Asphalt Materials Incorporated- Bluffdale Sand Quarry,14700 S 1075 W,,,Bluffdale,Salt Lake,422000,4478500,2017,1.9,6.51,,7.947,,2.4727,0.8,-12458864.96,4932064.777
649,10343,Asphalt Materials Incorporated- West Jordan Plant,7961 S. 1300 W.,PO Box 5,,West Jordan,Salt Lake,421537,4495232,2017,15.990013,3.91432392,,12.11133673,,5.95620863,3.7340989,-12459703.78,4954132.303
650,11983,Sorensen Sand and Gravel- West Jordan Sand & Gravel Processing,7382 West Bingham Highway,,,Copperton,Salt Lake,409600,4491900,2017,6.134195,8.856314,,4.74202841,,1.73907997,1.1277325,-12475354.69,4949554.146
651,10951,Fresenius Medical Care- Ogden Dialysis Products Manufacturing,475 West 13th Street,,,Ogden,Weber,417250,4565905,2017,52.17028898,27.93667534,,4.73013687,,4.72959266,22.88318663,-12466393.57,5047852.967
652,12469,"Western Emulsion, Inc.- Woods Cross Hot Asphalt Storage Terminal",991 W. 1500 S.,,,Woods Cross,Davis,423500,4525000,2017,1.35324,1.611,,0.25614447,,0.13580685,0.23960487,-12457526.22,4993553.419
653,12736,C & C Cast Polymers Incorporated - Cultured Marble Manufacturing,1525 W 275 S,,,Lindon,Utah,435950,4464769,2017,0.02518758,0.0299237,,0.28117382,,0.28117382,3.59644545,-12440398.37,4914159.527
654,10925,JBT Corporation - Jetway Systems,3100 South Pennsylvania Avenue,,,Ogden,Weber,415408,4562338,2017,7.22441696,4.02154284,,6.44844614,,6.44790172,44.78913328,-12468784.84,5043070.195
655,11297,Frito-Lay- Salty Snack Plant,6301 West 4700 South,,,West Valley City,Salt Lake,412200,4502000,2017,6.50241507,7.35285281,0.32772553,7.93706909,,7.93706909,1.37537485,-12472092.56,4962936.97
656,13091,Linde Gas North America LLC- Hydrogen Gas Production,2351 N 1100 W,,,Salt Lake City,Davis,422801,4519939,2017,6.20866524,28.75200329,3.9,8.08457156,,6.08346916,11.09978654,-12458379.67,4986835.112
657,10450,Salt Lake City Department of Airports- Salt Lake City International Airport,776 N Terminal Drive,,,Salt Lake City,Salt Lake,417300,4515300,2017,12.60324637,16.27579536,0.0265147,5.43890822,,1.62796781,10.03347769,-12465572.51,4980611.144
658,14107,Procter and Gamble-Paper Manufacturing Plant,5000 N Iowa String Rd,,,Bear River City,Box Elder,402500,4605600,2017,28.18280103,28.30809755,1.213168,40.9101783,,40.6948137,17.30304553,-12486697.04,5100675.779
659,11549,"Western Emulsion, Inc - North Salt Lake Asphalt Terminal",95 West 1100 North,,,North Salt Lake,Davis,422883,4523508,2017,1.7556,2.09,0.06688,0.26252891,,0.16920889,0.31175,-12458320.81,4991566.389
660,14446,"TM Crushing, LLC- Talons Cove Aggregate Plant",The Intersection of Mt. Airey Drive and SR 73,Talons Cove,,Eagle Mountain,Utah,418286,4470991,2017,1.243686,4.682112,,21.61902629,,4.27621163,0.1316844,-12463632.82,4922122.295
661,10423,Interstate Brick Company: Brick Manufacturing Plant,9780 S. 5200 W.,,,West Jordan,Salt Lake,413500,4491500,2017,55.16565913,28.43440802,,25.94017701,,12.9987336,2.55591168,-12470220.23,4949087.202
662,13099,Staker & Parson Companies- Beck Street Consolidated,2080 North Beck Street,,,Salt Lake City,Salt Lake,422800,4518000,2017,44.09072408,45.89204417,0.00627862,34.16145472,,10.37602676,9.75054682,-12458354.26,4984266.048
663,10376,Staker & Parson Companies- Wasatch Boulevard Plant,6695 South Wasatch Blvd.,PO Box 71278,,Salt Lake City,Salt Lake,432700,4497700,2017,0.11296144,0.27708069,,0.77001236,,0.10683582,0.02071002,-12445046.51,4957536.848
664,10819,Springville City Corporation: Whitehead Power Plant,450 West 700 North,,,Springville,Utah,447400,4447250,2017,1.2456,8.999,,0.90596967,,0.90552145,5.17178308,-12425234.94,4891256.186
665,10936,"Cereal Food Processors, Inc. - Ogden Flour Mill",220 W 30th St,,,Ogden,Weber,417672,4562312,2017,0.268002,0.31905,0.0102096,23.8942478,,11.9942478,0.01754775,-12465779.22,5043070.195
666,12444,Staker & Parson Companies- Keigley Quarry,12370 South West Mountain Hwy,,,Genola,Utah,431000,4429000,2017,13.8698966,4.49156827,,7.13930977,,0.9723314,3.35301267,-12446458.39,4867159.737
667,10828,Pioneer Pipe and Tube- Pioneer Pipe and Tube,1610 West 200 South,,,Lindon,Utah,436500,4464840,2017,0.06353637,0.10303162,,0.00869195,,0.00843119,1.37814783,-12439678.89,4914259.324
668,10508,"Weir Minerals, Inc.: Pump Shop",440 W 800 S,,,Salt Lake City,Salt Lake,426744,4511659,2017,0.93915415,0.67194348,0.0026705,0.19668211,,0.19658818,5.12199384,-12453066.65,4975922.301
669,10028,Vulcraft - Division of Nucor Corporation- Steel Products Manufacturing,1875 West Hwy 13 South,,,Brigham City,Box Elder,411500,4598000,2017,6.38268606,6.14859225,,17.93586206,,7.90225636,42.92361259,-12474552.86,5090648.812
670,11234,Staker & Parson Companies- Point of the Mountain Facilities,3.5 Miles South of Bluffdale Exit 291,,,Bluffdale,Salt Lake,423193,4480340,2017,37.14933247,56.59421875,,26.63586944,,9.82352732,9.53754757,-12457323.72,4934506.093
671,10491,Firestone Building Products- Foam Insulation Manufacturing Facility,3790 West 2555 South,,,West Valley City,Salt Lake,417294,4507601,2017,0.671914,0.79985,0.00345866,0.8906446,,0.0606446,62.08104175,-12465467.19,4970421.263
672,11477,Questar Gas- North Operations Center,1140 W 200 S,,,Salt Lake City,Salt Lake,422045,4512802,2017,8.07305519,4.91785008,,1.54475191,,1.54449198,0.63630642,-12459278.37,4977371.857
673,10379,"Kilgore Contracting, LLC- Valley Pit",Point of the Mountain,16500 South 500 West,,Bluffdale,Salt Lake,422250,4478500,2017,2.53736618,4.82655098,,10.93694623,,1.82629993,1.46758089,-12458536.79,4932068.203
674,10919,Kimberly-Clark Worldwide Incorporated- Kimberly-Clark - Ogden Plant,2010 N. Rulon White Blvd.,,,Ogden,Weber,415000,4572000,2017,2.31711168,4.62629352,0.064192,2.43898561,,0.48677641,9.22138273,-12469476.78,5055948.359
675,14626,"REMA Tip Top North America, Inc.- Rubber Manufacturing Refurbishing Facility",6428 Airport Road,,,West Jordan,Salt Lake,415301,4498700,2017,0.497328,0.468636,0.01647399,0.0545648,,0.0545398,0.02679251,-12467959.79,4958623.294
676,14155,Sunroc Corporation- Salem Aggregate Facility,790 South 1700 East,,,Salem,Utah,445420,4432580,2017,5.81543714,23.44434344,,8.82246144,,1.68447543,0.90772706,-12427685.55,4872001.788
677,11408,IM Flash Technologies LLC- Semiconductor Manufacturing Plant,4000 North Flash Drive,,,Lehi,Utah,429463,4476787,2017,21.73181908,21.36990024,7.9021232,24.85574829,,21.5772489,28.11851361,-12449047.1,4929905.122
678,10565,Geneva Rock Products- Point of the Mountain (Hansen-Lehi) Facility,15547 South Minuteman Drive,,,Draper,Salt Lake,423000,4480000,2017,5.6038074,11.33275789,0.00052366,51.80928475,,6.31088324,7.83160599,-12457572.54,4934055.325
679,10009,ATK Launch Systems - Promontory,9160 N Hwy 83,,,Promontory,Box Elder,380864,4611415,2017,36.59260992,35.83181364,5.69543629,75.77451488,,53.12056364,29.93044737,-12515717.78,5108035.913
680,10238,PacifiCorp- Huntington Power Plant,P. O. Box 680,,,Huntington,Emery,493130,4358840,2017,5107.676906,5934.584493,0.81532412,474.0119973,,218.8117468,74.78453647,-12365342.89,4776107.655
681,10716,US Magnesium LLC- Rowley Plant,"15 Miles North Exit 77, I-80",,,Rowley,Tooele,354141,4530490,2017,323.0527389,1061.586975,1.8164288,824.6903097,,621.8435233,660.2620792,-12549268.2,4999446.855
682,10676,Utelite Corporation: Shale Processing,Shale Processing,West of Rockport Reservoir,,Rockport,Summit,466000,4511500,2017,9.26516266,211.4474363,0.02615574,89.27434627,,37.69215017,2.31536153,-12401300.46,4976087.976
683,10142,Stericycle Incorporated- BFI Medical Waste Incinerator,90 Foxboro Drive,,,North Salt Lake,Davis,420687,4521849,2017,1.35545209,11.48217047,0.02960745,0.25339802,,0.25339802,0.24501637,-12461197.24,4989336.7
684,10880,Global Coatings Incorporated- Steel Coating Application Facility,200 West 700 South,,,Pleasant Grove,Utah,437032,4468189,2017,0.38600978,0.44876473,,2.01790089,,0.9747784,7.86209675,-12439018.54,4918671.819
685,10107,ECDC Environmental LC: East Carbon Landfill,1111 W Highway 123,PO Box 69,,East Carbon,Carbon,545077,4375243,2017,33.49873946,14.3079518,0.0020825,13.09130667,,3.01493424,15.82064097,-12298079.68,4797249.263
686,14185,"OWL Danish Flats SWD -Produced Water Evaporation Ponds, Cisco",County Road 183,,,Cisco,Grand,648198,4327028,2017,1.255,0.627,,10.800174,,1.077174,147.39283,-12165736.53,4733107.127
687,10571,Kennecott Utah Copper LLC: Mine & Copperton Concentrator,8362 W 10200 S,,,Bingham Canyon,Salt Lake,404800,4494300,2017,1357.035394,4209.185101,1.7797432,1096.406971,,273.7076583,210.0270187,-12481706.69,4952643.852
688,12948,EnerVest Operating L.L.C.: Dry Canyon Compressor Station,"SW/4 Sec 7, T12S,R16E",At Junct of Nine Mile Canyon &,,Carbon County,Carbon,570930,4403740,2017,9.790144,7.39642,0.0398752,2.53438106,,2.53438106,14.3390639,-12264257.03,4834117.89
689,13104,"Salt Lake Energy Systems, L.L.C.- Power Plant at Salt Lake Valley Landfill",6030 W 1300 S,,,Salt Lake City,Salt Lake,412800,4510799,2017,101.1706793,23.24806434,0.51,12.66657304,,12.66657304,27.05564369,-12471438.73,4974584.231
